phenotype,databaseId,description,cohortId,analysisName,sensitivity95Ci,ppv95Ci,specificity95Ci,npv95Ci,cutPoint,truePositives,trueNegatives,falsePositives,falseNegatives,estimatedPrevalence,f1Score,sensitivity,sensitivityCi95Lb,sensitivityCi95Ub,ppv,ppvCi95Lb,ppvCi95Ub,specificity,specificityCi95Lb,specificityCi95Ub,npv,npvCi95Lb,npvCi95Ub,runDateTime,totalSubjects,rawCases,estimatedCases,rawTar,estimatedTar,rawPrevalence,estimatedPrevalence,rawPrevalenceRate,estimatedPrevalenceRate
alzheimersDiseaseMulti,JMDC_RS,Prevalence,5278,Male55-64YO,0.984 (0.970 - 0.993),0.754 (0.721 - 0.784),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,564,843242,183,8,0.068,0.854,0.984266,0.970342,0.992781,0.753681,0.721149,0.784197,0.999783,0.999749,0.999813,0.999989,0.99998,0.999995,Feb 05 2024 10:32:45 PM,843998,747,572,5162018.1,5162304.7,0.089,0.068,0.014,0.011
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Male55-64YO,0.884 (0.852 - 0.911),0.836 (0.801 - 0.867),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,429,688539,83,55,0.07,0.859,0.884298,0.852391,0.911406,0.835938,0.800962,0.866975,0.999879,0.999851,0.999904,0.999919,0.999894,0.999939,Feb 06 2024 12:48:50 PM,689106,642,484,4838680.6,4838924.1,0.093,0.07,0.013,0.01
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Male55-64YO,0.988 (0.973 - 0.995),0.745 (0.709 - 0.778),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,479,688459,163,5,0.07,0.849,0.987603,0.973214,0.995437,0.744548,0.708958,0.777873,0.999763,0.999724,0.999798,0.999991,0.999981,0.999997,Feb 06 2024 12:48:50 PM,689106,642,484,4838680.6,4838924.1,0.093,0.07,0.013,0.01
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Male55-64YO,0.990 (0.975 - 0.997),0.550 (0.513 - 0.587),1.000 (0.999 - 1.000),1.000 (1.000 - 1.000),Expected Value,401,683551,328,4,0.059,0.707,0.990123,0.974906,0.997303,0.550069,0.513128,0.586602,0.99952,0.999466,0.999571,0.999993,0.999983,0.999998,Feb 06 2024 12:48:50 PM,684284,551,405,4804784.7,4805010.5,0.081,0.059,0.011,0.008
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Male55-64YO,0.990 (0.975 - 0.997),0.550 (0.513 - 0.587),1.000 (0.999 - 1.000),1.000 (1.000 - 1.000),Expected Value,401,683551,328,4,0.059,0.707,0.990123,0.974906,0.997303,0.550069,0.513128,0.586602,0.99952,0.999466,0.999571,0.999993,0.999983,0.999998,Feb 06 2024 12:48:50 PM,684284,551,405,4804784.7,4805010.5,0.081,0.059,0.011,0.008
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Male55-64YO,0.889 (0.854 - 0.918),0.608 (0.567 - 0.648),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,361,684071,231,45,0.059,0.722,0.888889,0.854159,0.917791,0.608108,0.567479,0.647653,0.999662,0.999616,0.999705,0.999934,0.999912,0.999952,Feb 06 2024 12:48:50 PM,684708,551,405,4808060.2,4808286,0.08,0.059,0.011,0.008
alzheimersDiseaseMulti,JMDC_RS,xSpec,11754,Male65-74YO,0.299 (0.264 - 0.337),0.990 (0.963 - 0.999),1.000 (1.000 - 1.000),0.998 (0.998 - 0.999),Expected Value,191,286220,2,447,0.223,0.46,0.299373,0.26405,0.336565,0.989637,0.96307,0.998743,0.999993,0.999975,0.999999,0.998437,0.998286,0.998578,Feb 05 2024 10:37:19 PM,286860,811,639,1394861.3,1395079.4,0.283,0.223,0.058,0.046
alzheimersDiseaseMulti,JMDC_RS,Prevalence,5278,Male65-74YO,0.989 (0.979 - 0.995),0.791 (0.763 - 0.816),0.999 (0.999 - 0.999),1.000 (1.000 - 1.000),Expected Value,752,286041,199,8,0.265,0.879,0.989474,0.979365,0.995445,0.790747,0.763486,0.816193,0.999305,0.999201,0.999398,0.999969,0.99994,0.999986,Feb 05 2024 10:37:19 PM,287000,951,760,1395390.1,1395660.8,0.331,0.265,0.068,0.054
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Male65-74YO,0.952 (0.932 - 0.967),0.847 (0.818 - 0.873),1.000 (0.999 - 1.000),1.000 (1.000 - 1.000),Expected Value,592,216527,107,30,0.287,0.896,0.951768,0.93186,0.967225,0.846924,0.818059,0.872822,0.999506,0.999403,0.999595,0.999857,0.999797,0.999903,Feb 06 2024 12:49:10 PM,217256,781,622,1284996.7,1285213.5,0.359,0.287,0.061,0.048
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Male65-74YO,0.990 (0.979 - 0.996),0.789 (0.758 - 0.817),0.999 (0.999 - 0.999),1.000 (1.000 - 1.000),Expected Value,617,216469,164,6,0.287,0.878,0.990354,0.979123,0.996452,0.788732,0.758399,0.816867,0.999243,0.999118,0.999354,0.999972,0.99994,0.99999,Feb 06 2024 12:49:10 PM,217256,781,622,1284996.7,1285213.5,0.359,0.287,0.061,0.048
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Male65-74YO,0.996 (0.986 - 1.000),0.674 (0.639 - 0.708),0.999 (0.999 - 0.999),1.000 (1.000 - 1.000),Expected Value,505,213792,244,2,0.237,0.804,0.996055,0.985823,0.999522,0.674232,0.639365,0.707721,0.99886,0.998708,0.998998,0.999986,0.999959,0.999997,Feb 06 2024 12:49:10 PM,214543,645,507,1268074.6,1268271.9,0.301,0.237,0.051,0.04
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Male65-74YO,0.996 (0.986 - 1.000),0.674 (0.639 - 0.708),0.999 (0.999 - 0.999),1.000 (1.000 - 1.000),Expected Value,505,213792,244,2,0.237,0.804,0.996055,0.985823,0.999522,0.674232,0.639365,0.707721,0.99886,0.998708,0.998998,0.999986,0.999959,0.999997,Feb 06 2024 12:49:10 PM,214543,645,507,1268074.6,1268271.9,0.301,0.237,0.051,0.04
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Male65-74YO,0.959 (0.937 - 0.974),0.723 (0.688 - 0.757),0.999 (0.999 - 0.999),1.000 (1.000 - 1.000),Expected Value,486,214085,186,21,0.236,0.824,0.95858,0.93738,0.97418,0.723214,0.687712,0.756743,0.999132,0.998998,0.999252,0.999897,0.999844,0.999936,Feb 06 2024 12:49:10 PM,214778,645,508,1269663.9,1269860.6,0.3,0.236,0.051,0.04
alzheimersDiseaseMulti,JMDC_RS,xSpec,11754,Female5-17YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.975),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,0,924687,1,1,0,0,0,0,0.975,0,0,0.975,0.999999,0.999994,1,0.999999,0.999994,1,Feb 05 2024 10:47:37 PM,924688,5,1,5502589.4,5502602.2,0.001,0,0,0
alzheimersDiseaseMulti,JMDC_RS,Prevalence,5278,Female5-17YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.522),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,1,924683,4,0,0,0,0,0,0.975,0,0,0.521824,0.999995,0.999987,0.999998,0.999999,0.999994,1,Feb 05 2024 10:47:37 PM,924688,5,1,5502589.4,5502602.2,0.001,0,0,0
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female5-17YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.975),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,0,732816,1,0,0,0,0,0,0.975,0,0,0.975,0.999999,0.999992,1,0.999999,0.999992,1,Feb 06 2024 12:54:18 PM,732816,3,0,5040481.7,5040489.6,0,0,0,0
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female5-17YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.708),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,0,732813,3,0,0,0,0,0,0.975,0,0,0.707598,0.999996,0.999988,0.999999,0.999999,0.999992,1,Feb 06 2024 12:54:18 PM,732816,3,0,5040481.7,5040489.6,0,0,0,0
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female5-17YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.161),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,0,731938,21,1,0,0,0,0,0.975,0,0,0.161098,0.999973,0.999958,0.999983,0.999999,0.999992,1,Feb 06 2024 12:54:18 PM,731959,3,1,5033760.9,5033768.9,0,0,0,0
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female5-17YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.161),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,0,731938,21,1,0,0,0,0,0.975,0,0,0.161098,0.999973,0.999958,0.999983,0.999999,0.999992,1,Feb 06 2024 12:54:18 PM,731959,3,1,5033760.9,5033768.9,0,0,0,0
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female5-17YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.308),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,0,732261,10,0,0,0,0,0,0.975,0,0,0.308497,0.999986,0.999975,0.999993,0.999999,0.999992,1,Feb 06 2024 12:54:18 PM,732271,3,0,5036296,5036303.9,0,0,0,0
alzheimersDiseaseMulti,JMDC_RS,xSpec,11754,Female18-34YO,0.000 (0.000 - 0.336),0.000 (0.000 - 0.975),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,0,1710060,1,9,0.001,0,0,0,0.336267,0,0,0.975,0.999999,0.999997,1,0.999994,0.999989,0.999997,Feb 05 2024 10:52:05 PM,1710069,29,9,6533994.3,6534021.5,0.002,0.001,0,0
alzheimersDiseaseMulti,JMDC_RS,Prevalence,5278,Female18-34YO,0.889 (0.518 - 0.997),0.267 (0.123 - 0.459),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,9,1710039,21,1,0.001,0.41,0.888889,0.517503,0.997191,0.266667,0.122795,0.458894,0.999988,0.999981,0.999992,0.999999,0.999997,1,Feb 05 2024 10:52:05 PM,1710070,30,9,6533996.6,6534027.6,0.002,0.001,0,0
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female18-34YO,0.833 (0.359 - 0.996),0.455 (0.167 - 0.766),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,5,1055730,6,1,0.001,0.588,0.833333,0.358765,0.995789,0.454545,0.167488,0.766206,0.999994,0.999988,0.999998,0.999998,0.999993,1,Feb 06 2024 12:54:40 PM,1055742,22,6,5429830.2,5429858.3,0.002,0.001,0,0
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female18-34YO,0.833 (0.359 - 0.996),0.227 (0.078 - 0.454),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,6,1055720,16,0,0.001,0.357,0.833333,0.358765,0.995789,0.227273,0.078206,0.453704,0.999985,0.999975,0.999991,0.999999,0.999995,1,Feb 06 2024 12:54:40 PM,1055742,22,6,5429830.2,5429858.3,0.002,0.001,0,0
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female18-34YO,1.000 (0.478 - 1.000),0.081 (0.027 - 0.178),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,5,1054383,57,0,0.001,0.149,1,0.478176,1,0.080645,0.026705,0.178253,0.999946,0.99993,0.999959,0.999999,0.999995,1,Feb 06 2024 12:54:40 PM,1054445,21,5,5421793.7,5421821.7,0.002,0.001,0,0
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female18-34YO,1.000 (0.478 - 1.000),0.081 (0.027 - 0.178),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,5,1054383,57,0,0.001,0.149,1,0.478176,1,0.080645,0.026705,0.178253,0.999946,0.99993,0.999959,0.999999,0.999995,1,Feb 06 2024 12:54:40 PM,1054445,21,5,5421793.7,5421821.7,0.002,0.001,0,0
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female18-34YO,0.800 (0.284 - 0.995),0.089 (0.025 - 0.212),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,4,1054557,41,1,0.001,0.16,0.8,0.283582,0.994949,0.088889,0.024753,0.212212,0.999961,0.999947,0.999972,0.999998,0.999993,1,Feb 06 2024 12:54:40 PM,1054603,21,5,5422835.4,5422863.4,0.002,0.001,0,0
alzheimersDiseaseMulti,JMDC_RS,xSpec,11754,Female35-54YO,0.269 (0.192 - 0.358),0.941 (0.803 - 0.993),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,32,1943273,2,87,0.006,0.418,0.268908,0.191759,0.35791,0.941176,0.803227,0.992795,0.999999,0.999997,1,0.999955,0.999945,0.999964,Feb 05 2024 10:57:28 PM,1943394,196,119,10009794.6,10009964.2,0.01,0.006,0.002,0.001
alzheimersDiseaseMulti,JMDC_RS,Prevalence,5278,Female35-54YO,0.974 (0.934 - 0.993),0.630 (0.565 - 0.692),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,149,1943194,86,4,0.008,0.765,0.973684,0.933994,0.992784,0.629787,0.564595,0.69166,0.999956,0.999945,0.999965,0.999998,0.999995,0.999999,Feb 05 2024 10:57:28 PM,1943433,235,153,10009979.5,10010167.2,0.012,0.008,0.002,0.002
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female35-54YO,0.862 (0.790 - 0.916),0.772 (0.695 - 0.838),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,113,1422056,32,18,0.009,0.815,0.861538,0.790024,0.915827,0.772414,0.695498,0.837866,0.999977,0.999967,0.999984,0.999987,0.999979,0.999992,Feb 06 2024 12:55:11 PM,1422219,208,131,8984857,8985030,0.015,0.009,0.002,0.001
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female35-54YO,0.992 (0.958 - 1.000),0.620 (0.550 - 0.686),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,129,1422009,79,2,0.009,0.763,0.992308,0.957887,0.999805,0.620192,0.550495,0.686411,0.999944,0.999931,0.999956,0.999999,0.999995,1,Feb 06 2024 12:55:11 PM,1422219,208,131,8984857,8985030,0.015,0.009,0.002,0.001
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female35-54YO,0.991 (0.949 - 1.000),0.352 (0.298 - 0.409),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,106,1418873,195,1,0.008,0.52,0.990654,0.949027,0.999763,0.352159,0.298231,0.40903,0.999863,0.999842,0.999881,0.999999,0.999995,1,Feb 06 2024 12:55:11 PM,1419175,183,108,8964364.3,8964535.2,0.013,0.008,0.002,0.001
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female35-54YO,0.991 (0.949 - 1.000),0.352 (0.298 - 0.409),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,106,1418873,195,1,0.008,0.52,0.990654,0.949027,0.999763,0.352159,0.298231,0.40903,0.999863,0.999842,0.999881,0.999999,0.999995,1,Feb 06 2024 12:55:11 PM,1419175,183,108,8964364.3,8964535.2,0.013,0.008,0.002,0.001
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female35-54YO,0.832 (0.747 - 0.897),0.396 (0.331 - 0.463),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,90,1419300,135,18,0.008,0.536,0.831776,0.747225,0.897143,0.395556,0.3312,0.462701,0.999905,0.999887,0.99992,0.999987,0.99998,0.999992,Feb 06 2024 12:55:11 PM,1419543,183,108,8967034.8,8967205.6,0.013,0.008,0.002,0.001
alzheimersDiseaseMulti,JMDC_RS,xSpec,11754,Female55-64YO,0.292 (0.243 - 0.345),0.979 (0.927 - 0.997),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,96,722611,1,229,0.045,0.45,0.292308,0.243414,0.345033,0.979381,0.927498,0.997493,0.999999,0.999992,1,0.999682,0.999638,0.999722,Feb 05 2024 11:02:33 PM,722937,430,325,3725755.5,3725911,0.059,0.045,0.012,0.009
alzheimersDiseaseMulti,JMDC_RS,Prevalence,5278,Female55-64YO,0.983 (0.965 - 0.993),0.767 (0.728 - 0.802),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,405,722500,122,7,0.057,0.861,0.982968,0.965225,0.993126,0.766603,0.728101,0.802085,0.999831,0.999798,0.99986,0.99999,0.99998,0.999996,Feb 05 2024 11:02:33 PM,723034,527,411,3726142.9,3726324.5,0.073,0.057,0.014,0.011
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female55-64YO,0.923 (0.889 - 0.949),0.852 (0.811 - 0.887),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,311,541928,53,26,0.062,0.886,0.922619,0.888673,0.948832,0.851648,0.810908,0.886548,0.999902,0.999872,0.999927,0.999952,0.99993,0.999969,Feb 06 2024 12:55:47 PM,542318,437,336,3394984.8,3395139.8,0.081,0.062,0.013,0.01
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female55-64YO,0.988 (0.970 - 0.997),0.760 (0.717 - 0.799),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,332,541877,105,4,0.062,0.859,0.988095,0.969801,0.996747,0.759725,0.716841,0.799053,0.999806,0.999765,0.999842,0.999991,0.999978,0.999997,Feb 06 2024 12:55:47 PM,542318,437,336,3394984.8,3395139.8,0.081,0.062,0.013,0.01
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female55-64YO,0.989 (0.968 - 0.998),0.621 (0.574 - 0.668),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,267,539387,161,2,0.05,0.763,0.988848,0.967756,0.997694,0.621495,0.573665,0.667634,0.999702,0.999652,0.999746,0.999994,0.999984,0.999999,Feb 06 2024 12:55:47 PM,539817,363,269,3378638.8,3378784.9,0.067,0.05,0.011,0.008
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female55-64YO,0.989 (0.968 - 0.998),0.621 (0.574 - 0.668),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,267,539387,161,2,0.05,0.763,0.988848,0.967756,0.997694,0.621495,0.573665,0.667634,0.999702,0.999652,0.999746,0.999994,0.999984,0.999999,Feb 06 2024 12:55:47 PM,539817,363,269,3378638.8,3378784.9,0.067,0.05,0.011,0.008
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female55-64YO,0.918 (0.879 - 0.948),0.706 (0.655 - 0.753),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,248,539708,102,22,0.05,0.798,0.918216,0.878795,0.948037,0.705714,0.654941,0.752967,0.999811,0.999771,0.999846,0.999959,0.999938,0.999974,Feb 06 2024 12:55:47 PM,540080,363,269,3380490,3380636.1,0.067,0.05,0.011,0.008
alzheimersDiseaseMulti,JMDC_RS,xSpec,11754,Female65-74YO,0.343 (0.312 - 0.376),0.990 (0.971 - 0.998),1.000 (1.000 - 1.000),0.998 (0.997 - 0.998),Expected Value,294,243063,2,560,0.35,0.51,0.343494,0.311627,0.376446,0.989865,0.970668,0.997905,0.999988,0.999964,0.999997,0.997697,0.997499,0.997884,Feb 05 2024 11:06:35 PM,243919,1035,854,1086095,1086321.4,0.424,0.35,0.095,0.079
alzheimersDiseaseMulti,JMDC_RS,Prevalence,5278,Female65-74YO,0.992 (0.985 - 0.997),0.833 (0.811 - 0.854),0.999 (0.999 - 0.999),1.000 (1.000 - 1.000),Expected Value,1009,242876,201,8,0.416,0.906,0.992126,0.984544,0.996595,0.833058,0.810829,0.853654,0.999173,0.999051,0.999283,0.999967,0.999935,0.999986,Feb 05 2024 11:06:35 PM,244094,1210,1016,1086659.4,1086917.2,0.496,0.416,0.111,0.094
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female65-74YO,0.953 (0.936 - 0.966),0.877 (0.853 - 0.898),0.999 (0.999 - 0.999),1.000 (1.000 - 1.000),Expected Value,768,176621,108,39,0.454,0.913,0.952854,0.935859,0.966424,0.876712,0.853096,0.897758,0.999389,0.999262,0.999499,0.999779,0.999698,0.999843,Feb 06 2024 12:56:04 PM,177536,965,807,981176.9,981383.1,0.544,0.454,0.098,0.082
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female65-74YO,0.994 (0.986 - 0.998),0.830 (0.805 - 0.853),0.999 (0.999 - 0.999),1.000 (1.000 - 1.000),Expected Value,802,176566,163,5,0.454,0.905,0.993797,0.985583,0.997983,0.830052,0.804839,0.853231,0.999078,0.998925,0.999214,0.999972,0.999934,0.999991,Feb 06 2024 12:56:04 PM,177536,965,807,981176.9,981383.1,0.544,0.454,0.098,0.082
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female65-74YO,0.997 (0.989 - 1.000),0.755 (0.725 - 0.784),0.999 (0.999 - 0.999),1.000 (1.000 - 1.000),Expected Value,659,174764,212,2,0.376,0.86,0.99697,0.989097,0.999633,0.755454,0.725499,0.783668,0.998783,0.998608,0.998941,0.999983,0.99995,0.999996,Feb 06 2024 12:56:04 PM,175637,804,661,970280,970465.7,0.458,0.376,0.083,0.068
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female65-74YO,0.997 (0.989 - 1.000),0.755 (0.725 - 0.784),0.999 (0.999 - 0.999),1.000 (1.000 - 1.000),Expected Value,659,174764,212,2,0.376,0.86,0.99697,0.989097,0.999633,0.755454,0.725499,0.783668,0.998783,0.998608,0.998941,0.999983,0.99995,0.999996,Feb 06 2024 12:56:04 PM,175637,804,661,970280,970465.7,0.458,0.376,0.083,0.068
alzheimersDiseaseMulti,JMDC_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female65-74YO,0.962 (0.945 - 0.975),0.803 (0.773 - 0.830),0.999 (0.999 - 0.999),1.000 (1.000 - 1.000),Expected Value,636,175035,155,25,0.376,0.875,0.962121,0.944589,0.97534,0.802781,0.773313,0.829972,0.99911,0.998958,0.999244,0.999851,0.999782,0.999903,Feb 06 2024 12:56:04 PM,175851,804,661,971605.7,971791.4,0.457,0.376,0.083,0.068
alzheimersDiseaseMulti,CPRD_RS,xSpec,11754,All,0.076 (0.068 - 0.085),0.755 (0.710 - 0.797),1.000 (1.000 - 1.000),0.998 (0.998 - 0.998),Expected Value,299,1995893,97,3637,0.197,0.138,0.075965,0.067879,0.084688,0.755051,0.709615,0.796627,0.999951,0.999941,0.999961,0.998181,0.998121,0.998239,Feb 05 2024 11:12:30 PM,1999926,6660,3937,22211896.2,22216764.1,0.333,0.197,0.03,0.018
alzheimersDiseaseMulti,CPRD_RS,Prevalence,5278,All,0.530 (0.515 - 0.546),0.314 (0.303 - 0.325),0.998 (0.998 - 0.998),0.999 (0.999 - 0.999),Expected Value,2115,1991393,4617,1873,0.199,0.394,0.530223,0.514589,0.545813,0.314023,0.302944,0.325263,0.997687,0.997619,0.997753,0.99906,0.999017,0.999102,Feb 05 2024 11:12:30 PM,1999998,6732,3988,22212968,22217894.8,0.337,0.199,0.03,0.018
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,All,0.107 (0.096 - 0.118),0.503 (0.464 - 0.542),1.000 (1.000 - 1.000),0.998 (0.998 - 0.998),Expected Value,329,1581624,323,2742,0.194,0.176,0.10684,0.096129,0.118308,0.503067,0.463983,0.542124,0.999795,0.999772,0.999817,0.998269,0.998203,0.998333,Feb 06 2024 12:59:12 PM,1585018,5830,3071,21537813.1,21542631.9,0.368,0.194,0.027,0.014
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,All,0.602 (0.584 - 0.619),0.317 (0.305 - 0.329),0.997 (0.997 - 0.998),0.999 (0.999 - 0.999),Expected Value,1848,1577966,3982,1222,0.194,0.415,0.601954,0.584386,0.619328,0.316981,0.305045,0.3291,0.997483,0.997404,0.99756,0.999226,0.999181,0.999268,Feb 06 2024 12:59:12 PM,1585018,5830,3071,21537813.1,21542631.9,0.368,0.194,0.027,0.014
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,All,0.767 (0.749 - 0.785),0.305 (0.293 - 0.317),0.998 (0.998 - 0.998),1.000 (1.000 - 1.000),Expected Value,1653,1565764,3769,501,0.137,0.436,0.767409,0.748979,0.78511,0.304869,0.292631,0.317317,0.997599,0.997521,0.997675,0.999679,0.99965,0.999707,Feb 06 2024 12:59:12 PM,1571687,5209,2154,21324221.6,21329537.7,0.331,0.137,0.024,0.01
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,All,0.779 (0.761 - 0.797),0.304 (0.292 - 0.317),0.998 (0.998 - 0.998),1.000 (1.000 - 1.000),Expected Value,1652,1565392,3773,468,0.135,0.438,0.779141,0.760863,0.796644,0.304332,0.292104,0.316771,0.997595,0.997517,0.997671,0.9997,0.999672,0.999727,Feb 06 2024 12:59:12 PM,1571285,5200,2120,21317756.4,21323107.7,0.331,0.135,0.024,0.01
alzheimersDiseaseMulti,CPRD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,All,0.132 (0.119 - 0.145),0.421 (0.387 - 0.455),1.000 (1.000 - 1.000),0.999 (0.998 - 0.999),Expected Value,356,1578868,490,2344,0.171,0.201,0.131852,0.119309,0.145198,0.420804,0.387271,0.45489,0.99969,0.999662,0.999717,0.998518,0.998456,0.998577,Feb 06 2024 12:59:12 PM,1582058,5200,2700,21490134.3,21494575.4,0.329,0.171,0.024,0.013
